Partner Number, Passed Inspection, Note, Name, Link, Text, Image Name, Image Height, Image Length, Image Description
124,TRUE,,Green River (UT) Public Library,http://lib.emerycounty.com/green-river.html,"%newline%<p>The Green River Public Library is a repository for historic documents involving the Green River Area. Pearl Biddlecomb Baker played a key role in making the facility possible.</p>%newline%<p> <a href=""http://content.lib.utah.edu/cdm4/item_viewer.php?CISOROOT=/pbb&CISOPTR=205&CISOBOX=1&REC=2"" target=""_blank"" ref=""http://content.lib.utah.edu/cdm4/item_viewer.php?CISOROOT=/pbb&CISOPTR=205&CISOBOX=1&REC=2"">Pearl and Jody Baker<br> </a>Green River (UT) Public Library</p>%newline%<p>Search within the records from this partner:</p>%newline%",partner124.jpg,248,374,
125,FALSE,,Dialogue Foundation,http://dialoguejournal.com/,%newline%<p>Dialogue: A Journal of Mormon Thought publishes award winning%comma% peer-reviewed articles from Mormon scholars and writers on sensitive issues in LDS history and doctrine%comma% and topics in Science%comma% Religion%comma% and Politics. It maintains a level of editorial independence that distinguishes it as the premier scholarly journal in the emerging academic field of Mormon Studies.</p>,partner125.jpg,76,316,Journal of Mormom Thought
126,TRUE,,Green River (UT),http://content.lib.utah.edu/cdm4/az_details.php?id=51,%newline%<p>The Green River Launch Complex sits near Green River%comma% a small community in central Utah. Built in 1964%comma% by the US Air Force%comma% the complex was used to test various missile and projectile weapons.</p>%newline%,partner126.jpg,224,325,
127,TRUE,,North Bingham County (ID) District Library,http://northbingham.lili.org/,%newline%<p>The North Bingham County District Library is a Public library and is affiliated with the library system that serves Bingham County%comma% ID. This library contains 40%comma%078 volumes%comma% circulates over 170%comma%000 items per year%comma% and serves a population of nearly 11%comma%000 residents.</p>%newline%,partner127.jpg,135,180,
128,TRUE,,Brigham Young University-Hawaii,http://www.byuh.edu/,%newline%<p>The small campus of BYU-Hawaii is a unique laboratory of intercultural leadership development%comma% where a diverse population of 2%comma%500 students representing over 70 countries live%comma% study%comma% and work together. Small classes taught by expert faculty empower students to master challenging and relevant curriculum%comma% while affordable tuition%comma% financial aid%comma% and online study options make this valuable education more accessible than ever. Operated by The Church of Jesus Christ of Latter-day Saints%comma% a total BYU–Hawaii education involves not only intellectual learning and career preparation%comma% but also moral%comma% ethical%comma% and spiritual enrichment.</p>,partner128.jpg,,250,
129,TRUE,,U.S. Forest Service%comma% Dixie National Forest,http://www.fs.usda.gov/wps/portal/fsinternet/!ut/p/c4/04_SB8K8xLLM9MSSzPy8xBz9CP0os3gjAwhwtDDw9_AI8zPwhQoY6BdkOyoCAPkATlA!/?ss=110407&amp;navtype=BROWSEBYSUBJECT&amp;cid=FSE_003853&amp;navid=091000000000000&amp;pnavid=null&amp;position=BROWSEBYSUBJECT&amp;ttype=main&amp;pname=Dixie%20National%20Forest-%20Home/index.shtml,"<p><a href=""http://www.fs.usda.gov/wps/portal/fsinternet/!ut/p/c4/04_SB8K8xLLM9MSSzPy8xBz9CP0os3gjAwhwtDDw9_AI8zPwhQoY6BdkOyoCAPkATlA!/?ss=110407&navtype=BROWSEBYSUBJECT&cid=FSE_003853&navid=091000000000000&pnavid=null&position=BROWSEBYSUBJECT&ttype=main&pname=Dixie%20National%20Forest-%20Home/index.shtml"" target=""_blank"">U.S. Forest Service%comma% Dixie National Forest Website</a></p>%newline%<p>The Dixie National Forest%comma% with headquarters in Cedar City%comma% Utah%comma% occupies almost two million acres and stretches for about 170 miles across southern Utah. It straddles the divide between the great Basin and the Colorado River. From 1902 through the mid 1980s%comma% photos have been taken in the course of work. These include such activities as range studies%comma% timber sales%comma% recreation%comma% facilities construction and use%comma% local scenery%comma% and general use of the forest.</p>%newline%<p>Search within the records from this partner:</p>%newline%",partner129.jpg,233,356,
130,FALSE,130.php has been marked for review (Null image) (Null image description) (Article Text Too Short) (0 Collections),Mountain West Digital Library - Salt Lake Community College Libraries,http://libweb.slcc.edu/,,,,,
131,TRUE,,Salt Lake Community College Libraries,http://libweb.slcc.edu/,%newline%<p>The library system has print books and periodical subscriptions%comma% access to electronic databases and reference titles (which include full text articles and indexing/abstracting services)%comma% e-books%comma% e-journals%comma% online video resources%comma% popular movies%comma% telecourse videos%comma% and more. The SLCC library system currently has four physical branch locations. They are the Jordan%comma% Miller%comma% South City%comma% and Taylorsville Redwood locations</p>%newline%,partner131.jpg,237,383,
132,TRUE,,University of Utah - James E. Faust Law Library,http://www.law.utah.edu/library/,%newline%<p>The S.J. Quinney College of Law was founded in 1913 to meet the growing legal needs of Utah and the western United States. As one of the oldest and most well-respected law schools in the west%comma% the S.J. Quinney College of Law has left a lasting mark on the American legal system. The James E. Faust Law Library is dedicated to the teaching%comma% research%comma% and service mission of the College of Law. As the legal information repository for the University of Utah and the largest public law library in the state%comma% the library also serves the legal information needs of the broader community. The library houses law and law-related material and serves as a selective depository for both US government and Utah documents. </p>%newline%,partner132b.jp,221,410,
133,FALSE,133.php has been marked for review (Null image description),University of Utah - Undergraduate Research Opportunities Program,http://content.lib.utah.edu/cdm4/az_details.php?id=33,%newline%<p>The Undergraduate Research Opportunities Program (UROP) provides undergraduate students and faculty members the opportunity to work together on research or creative projects.</p>,partner133.jpg,224,325,
135,TRUE,,Emery County (UT) Archives,http://www.emerycounty.com/archives/index.htm,%newline%<p>Emery County Archives is dedicated to obtaining and preserving donations of family%comma% organization%comma% and agency documents and artifacts. In this aspect%comma% the Archives will be a major resource for research and documentation of the history%comma% life%comma% and culture of the people of the Castle Valley region.</p>,partner135.jpg,154,339,
136,FALSE,136.php has been marked for review (Null image description),Health Education Assets Library,http://content.lib.utah.edu/cdm/search/collection/uu-heal,%newline%<p>HEAL's mission is to provide free digital resources of the highest quality that meet the needs of today's health sciences educators. HEAL promotes the preservation and exchange of useful educational assets while respecting ownership and privacy. By using state-of-the-art Internet technologies%comma% HEAL enables educators across the country to efficiently search and retrieve teaching resources from a variety of sources.</p>,partner136.jpg,126,187,
137,TRUE,,Utah Council of Land Surveyors,http://www.ucls.org/mc/page.do;jsessionid=F1D1D81758E0ABEBD46E77CEE29FCA58.mc0?sitePageId=25509,"%newline%<p>With the infusion of high technology instrumentation into our profession we are beginning to embrace the broader Geomatics definition while still holding onto the traditional Surveying definition; both are applicable. ""Geomatics encompasses disciplines that rely on geospatial data such as: surveying%comma% civil engineering%comma% cartography%comma% land information systems%comma% geodesy%comma% and remote sensing."" ""Surveying is the art%comma% science%comma% and technology of locating or establishing the relative position of points%comma% lines%comma% or elevations%comma% at%comma% on%comma% above%comma% or below the surface of the earth%comma% on the water or land.""</p>%newline%<p>Our mission statement: ""To protect and promote the Land Surveying Profession by setting high standards and providing education for the members and general public.""</p>",partner137.jpg,228,226,
138,TRUE,,Provo (UT) City,http://www.provo.org/,%newline%<p>Currently estimated at 122%comma%451 people in 2009%comma% Provo is the third largest city in Utah and is located about 43 miles (69 km) south of Salt Lake City along the Wasatch Front. Provo is the county seat of Utah County and lies between the cities of Orem to the north and Springville to the south. Provo is also the principal city in the Provo-Orem metropolitan area%comma% with an estimated population of 540%comma%820 residents. It is the second largest metro area in the state behind Salt Lake City.</p>%newline%,partner138.jpg,265,354,
139,TRUE,,Provo (UT) City Library,http://www.provolibrary.com/,%newline%<p>The Provo City Library provides our community with an inviting center for information%comma% instruction%comma% learning%comma% leisure%comma% and cultural opportunities. <em>–Provo City Library Mission Statement</em>%newline% <!--End straight text --></p>%newline%,partner139.jpg,230,374,
140,TRUE,,University of Utah - American West Center,http://www.awc.utah.edu/,%newline%<p>In 1964 A. R. Mortensen and C. Gregory Crampton%comma% two University of Utah history professors%comma% founded the American West Center with the then unique mission of researching the history and culture of the American West. Over the last forty-three years the Center has accomplished far more than Mortensen and Crampton could have imagined. Faculty and graduate student researchers affiliated with the Center have taken over 7%comma%000 oral histories%comma% including an unparalleled 2%comma%000 Native American interviews. Center staff have also created a remarkable archive of documents essential to the study of the Western environment and produced myriad curriculum support materials--most notably seventeen community history textbooks--for underserved communities across the region.</p>,partner140.jpg,53,392,
141,TRUE,,Great Basin National Heritage Partnership,http://www.greatbasinheritage.org/,%newline%<p>The Great Basin National Heritage Area is a geographical region located in White Pine County%comma% Nevada%comma% and Millard County%comma% Utah and includes adjacent Indian reservations. The Area contains nationally significant archaeological%comma% historical%comma% cultural%comma% natural%comma% and scenic features that are emblematic of the entire Great Basin Area. National Heritage Areas are designated by congress in recognition of the contributions they make in making up the unique fabric of our country. The Great Basin Heritage Area Partner is a non-profit organization that is the local managing entity for the Great Basin National Heritage Area.</p>,partner141.jpg,217,200,
142,TRUE,,Great Basin Museum,http://www.millardcounty.com/placestosee/greatbasinmuseum.htm,%newline%<p>The Great Basin Museum grew out of interest created by local history programs of the Great Basin Historical Society. The Society was formed during the fall and winter of 1987-88 to tell the unique story of the West Millard County area.</p>,partner142.jpg,288,384,
143,FALSE,143.php has been marked for review (Null image description),Mormon History Association,http://www.mormonhistoryassociation.org/,%newline%<p>The Mormon History Association (MHA) was founded in December 1965 at the American Historical Association (AHA) meeting in San Francisco under the leadership of noted historian Leonard Arrington. MHA was organized to promote understanding%comma% scholarly research%comma% and publication in the field of Mormon History. For the first seven years%comma% until 1972%comma% it operated as an affiliate of the AHA. In 1972 it became an independent organization with its own annual conferences and publications. <em>The Journal of Mormon History</em>%comma% the official publication of the association%comma% began publication in 1974.</p>,partner143.gif,131,324,
144,FALSE,144.php has been marked for review (0 Collections),LDS Business College,http://www.ldsbc.edu/,%newline%<p>Located on the third and fourth floors of the LDS Business College%comma% the LDSBC library has over ten thousand books and media items. The catalog contains an additional fifty thousand e-books and approximately sixty thousand electronic journal titles. The library provides four group study rooms%comma% three scanners%comma% a photocopy machine%comma% and a variety of study spaces for student use.</p>%newline%,partner144.jpg,404,304,
146,TRUE,,Mendon (UT),http://www.mendonutah.net/,"%newline%<p>Mendon%comma% Utah is located in northern Utah's beautiful Cache Valley%comma% its many snow-fed streams keeping the valley a lush%comma% cool green for much of the year. Cache Valley%comma% as named in the early 1830's by the fur trappers who first worked these same streams and cached-up their goods near here%comma% has long been a favored resting place. Mendon was to be the first of the new cities established in the Cache Valley%comma% during this year of renewed expansion and colonization%comma% following the peaceful conclusion of the so called%comma% ""Utah War"" of 1858.</p>",partner146.jpg,269,402,
147,FALSE,147.php has been marked for review (Null image description),University of Utah - University Press,http://www.uofupress.com/,%newline%<p>The University of Utah Press is an agency of the J. Willard Marriott Library of The University of Utah. In accordance with the mission of the University%comma% the Press publishes and disseminates scholarly books in selected fields%comma% as well as other printed and recorded materials of significance to Utah%comma% the region%comma% the country%comma% and the world. The University of Utah Press currently publishes in the following general subject areas: anthropology%comma% archaeology%comma% Mesoamerican studies%comma% American Indian studies%comma% natural history%comma% nature writing%comma% Utah and Western history%comma% Mormon studies%comma% Utah and regional guidebooks%comma% and regional titles. The Press employs seven full-time staff members and publishes between 25 and 30 books per year. The Press has more than 500 books currently in print.</p>,partner147.jpg,157,160,
149,TRUE,,University of Utah - College of Architecture and Planning,http://www.arch.utah.edu/,%newline%<p>This collection was created by the College of Architecture + Planning at the University of Utah to facilitate the study of a wide range of local%comma% national and international architectural styles and histories.</p>%newline%<p> </p>%newline%<p>Image courtesy of the faculty%comma% staff and students of the School of Architecture.</p>,partner149.jpg,211,321,
151,TRUE,,Utah Academic Library Consortium,http://www.ualc.net/,%newline%<p>The Utah Academic Library Consortium (UALC) was established in 1971 and consists of all public and private academic libraries in accredited institutions of higher education in the State of Utah. The purpose of UALC is to cooperate in continually improving the availability and delivery of library and information services to the higher education community%comma% to the State of Utah%comma% and to partner libraries in Nevada.</p>,partner151.jpg,144,136,
200,TRUE,,Orem (UT) Public Library,http://lib.orem.org/,%newline%<p>The Orem Public Library houses more than 280%comma%000 items in 62%comma%939 square feet%comma% including books and non-print titles. It is one of the busiest single-branch libraries in the State of Utah%comma% with 1.4 million items checked out annually. The Main Library is located at 58 North State Street in Orem%comma% Utah at the north end of the City Center Complex (on the northeast corner of State and Center Streets).</p>%newline%,partner200.jpg,167,250,
